Sales_ID,Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,City_Name,State_Name,Region_Code,Region
1049,Maruti Omni 5 Seater BSIV,2011,130000,70000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,14,796,35,5,kanpur,Uttar Pradesh,R1,Central
1050,Maruti Alto LXi,2012,200000,50000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,19,796,46,5,kanpur,Uttar Pradesh,R1,Central
1051,Hyundai i10 Magna,2011,262000,56389,CT20,ST28,208002,Petrol,Dealer,Manual,First Owner,20,1197,78,5,kanpur,Uttar Pradesh,R1,Central
1052,Mahindra TUV 300 T8,2017,700000,40000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,18,1493,100,7,kanpur,Uttar Pradesh,R1,Central
1053,Hyundai Creta 1.6 CRDi SX,2016,900000,110000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,19,1582,126,5,kanpur,Uttar Pradesh,R1,Central
1054,Maruti Swift Dzire ZDI,2014,459999,65000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,23,1248,74,5,kanpur,Uttar Pradesh,R1,Central
1055,Mahindra Bolero Power Plus ZLX,2018,890000,80000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,16,1493,70,7,kanpur,Uttar Pradesh,R1,Central
1056,Renault KWID RXT,2018,335000,30000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,25,799,53,5,kanpur,Uttar Pradesh,R1,Central
1057,Maruti Ertiga ZDI,2014,680000,64000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,20,1248,88,7,kanpur,Uttar Pradesh,R1,Central
1058,Maruti Wagon R LXI,2013,225000,58343,CT20,ST28,208002,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,kanpur,Uttar Pradesh,R1,Central
1059,Maruti Ertiga BSIV VXI,2017,700000,35000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,17,1373,91,7,kanpur,Uttar Pradesh,R1,Central
1060,Maruti Swift Dzire VDI,2017,700000,65000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,26,1248,74,5,kanpur,Uttar Pradesh,R1,Central
1061,Renault KWID RXT,2016,350000,15000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,25,799,53,5,kanpur,Uttar Pradesh,R1,Central
1062,Jeep Compass 1.4 Limited,2019,1450000,22000,CT20,ST28,208002,Petrol,Dealer,Automatic,First Owner,16,1368,160,5,kanpur,Uttar Pradesh,R1,Central
1063,Ford Fiesta EXi 1.4 TDCi Ltd,2011,220000,155000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,17,1399,68,5,kanpur,Uttar Pradesh,R1,Central
1064,Mahindra Bolero 2011-2019 SLX,2016,570000,136511,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,15,2523,62,7,kanpur,Uttar Pradesh,R1,Central
1065,Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,82500,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,20,1248,75,5,kanpur,Uttar Pradesh,R1,Central
1066,Maruti Ritz VDi,2012,270000,80000,CT20,ST28,208002,Diesel,Individual,Manual,Third Owner,23,1248,73,5,kanpur,Uttar Pradesh,R1,Central
1067,Hyundai Verna 1.6 SX,2012,450000,72000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,22,1582,126,5,kanpur,Uttar Pradesh,R1,Central
1068,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,695000,20000,CT20,ST28,208002,Petrol,Individual,Automatic,First Owner,17,1197,81,5,kanpur,Uttar Pradesh,R1,Central
1069,Nissan Sunny XL,2011,280000,96000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,16,1498,97,5,kanpur,Uttar Pradesh,R1,Central
1070,Tata Tiago NRG Petrol AMT,2019,520000,2560,CT20,ST28,208002,Petrol,Individual,Automatic,First Owner,24,1199,83,5,kanpur,Uttar Pradesh,R1,Central
1071,Ford EcoSport 1.5 TDCi Signature BSIV,2018,950000,27000,CT20,ST28,208002,Diesel,Dealer,Manual,First Owner,22,1498,98,5,kanpur,Uttar Pradesh,R1,Central
1072,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,CT20,ST28,208002,Diesel,Individual,Automatic,First Owner,18,1969,190,5,kanpur,Uttar Pradesh,R1,Central
1073,Maruti Swift AMT VVT VXI,2019,650000,5621,CT20,ST28,208002,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81,5,kanpur,Uttar Pradesh,R1,Central
1074,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,217000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,12,2494,100,8,kanpur,Uttar Pradesh,R1,Central
1075,Mahindra XUV500 W6 2WD,2015,819999,90000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,16,2179,140,7,kanpur,Uttar Pradesh,R1,Central
1076,Maruti Swift VXI Windsong Limited edition,2015,450000,35000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,20,1197,83,5,kanpur,Uttar Pradesh,R1,Central
1077,Ford Figo Diesel EXI,2011,160000,112000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,20,1399,68,5,kanpur,Uttar Pradesh,R1,Central
1078,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,500000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,12,2494,100,7,kanpur,Uttar Pradesh,R1,Central
1079,Hyundai i20 1.4 CRDi Asta,2011,280000,100000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,23,1396,90,5,kanpur,Uttar Pradesh,R1,Central
1080,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,23,999,67,5,kanpur,Uttar Pradesh,R1,Central
1081,Ford Ikon 1.6 Nxt,2004,100000,25000,CT20,ST28,208002,Petrol,Individual,Manual,Third Owner,14,1597,92,5,kanpur,Uttar Pradesh,R1,Central
1082,Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,18,1248,73,7,kanpur,Uttar Pradesh,R1,Central
1083,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,18,1197,81,5,kanpur,Uttar Pradesh,R1,Central
1084,Maruti Alto K10 VXI,2014,300000,70000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,23,998,67,5,kanpur,Uttar Pradesh,R1,Central
1085,Ford Ikon 1.6 Really Sport,2003,130000,80000,CT20,ST28,208002,Petrol,Individual,Manual,Third Owner,14,1597,92,5,kanpur,Uttar Pradesh,R1,Central
1086,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,CT20,ST28,208002,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,kanpur,Uttar Pradesh,R1,Central
1087,Maruti Wagon R VXI BS IV,2016,375000,34500,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,20,998,67,5,kanpur,Uttar Pradesh,R1,Central
1088,Honda BRV i-VTEC V MT,2016,725000,140000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,15,1497,117,7,kanpur,Uttar Pradesh,R1,Central
1089,Maruti Ertiga VDI,2015,549000,90000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,20,1248,88,7,kanpur,Uttar Pradesh,R1,Central
1090,Maruti Swift VDI,2013,390000,120000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,22,1248,74,5,kanpur,Uttar Pradesh,R1,Central
1091,Maruti Swift Dzire 1.2 Lxi BSIV,2012,350000,72000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,17,1197,85,5,kanpur,Uttar Pradesh,R1,Central
1092,Tata Hexa XT,2017,1200000,150000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,17,2179,153,7,kanpur,Uttar Pradesh,R1,Central
1093,Tata Zest Quadrajet 1.3 XT,2018,525000,110000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,20,1248,88,5,kanpur,Uttar Pradesh,R1,Central
1094,Mahindra TUV 300 T4,2017,600000,30000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,18,1493,100,7,kanpur,Uttar Pradesh,R1,Central
1095,Force Gurkha Hard Top BS3 4WD,2018,910000,20000,CT20,ST28,208002,Diesel,Dealer,Manual,First Owner,17,2596,80,5,kanpur,Uttar Pradesh,R1,Central
1096,Honda City i VTEC VX,2017,890000,18300,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,17,1497,117,5,kanpur,Uttar Pradesh,R1,Central
1097,Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,CT20,ST28,208002,Petrol,Individual,Automatic,First Owner,17,1197,81,5,kanpur,Uttar Pradesh,R1,Central
1098,Mahindra Scorpio LX,2011,550000,80000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,12,2179,120,9,kanpur,Uttar Pradesh,R1,Central
1099,Renault KWID RXT Optional,2018,390000,13120,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,25,799,53,5,kanpur,Uttar Pradesh,R1,Central
1100,Maruti Swift Dzire VDI,2013,470000,150000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,23,1248,74,5,kanpur,Uttar Pradesh,R1,Central
1101,Hyundai EON Era Plus,2014,250000,80000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,21,814,55,5,kanpur,Uttar Pradesh,R1,Central
1102,Honda Amaze VX i-DTEC,2013,445000,100000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,25,1498,98,5,kanpur,Uttar Pradesh,R1,Central
1103,Maruti Swift Dzire VDI,2019,800000,35700,CT20,ST28,208002,Diesel,Dealer,Manual,First Owner,28,1248,74,5,kanpur,Uttar Pradesh,R1,Central
1104,Hyundai Grand i10 1.2 Kappa Asta,2013,420000,21000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,18,1197,81,5,kanpur,Uttar Pradesh,R1,Central
1105,Maruti Swift AMT ZXI,2018,655000,15732,CT20,ST28,208002,Petrol,Dealer,Automatic,First Owner,22,1197,81,5,kanpur,Uttar Pradesh,R1,Central
1106,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,50000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,19,1582,126,5,kanpur,Uttar Pradesh,R1,Central
1107,Mahindra Scorpio 1.99 S4,2015,800000,70000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,15,1997,120,7,kanpur,Uttar Pradesh,R1,Central
1108,Renault KWID RXT,2017,350000,35000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,25,799,53,5,kanpur,Uttar Pradesh,R1,Central
1109,Hyundai Creta 1.6 CRDi SX Plus,2015,900000,50000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,19,1582,126,5,kanpur,Uttar Pradesh,R1,Central
1110,Volkswagen Polo 1.5 TDI Highline,2014,391000,120000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,20,1498,88,5,kanpur,Uttar Pradesh,R1,Central
1111,Toyota Etios Liva GD,2014,320000,90000,CT20,ST28,208002,Diesel,Individual,Manual,Third Owner,23,1364,67,5,kanpur,Uttar Pradesh,R1,Central
1112,Ambassador Grand 2000 DSZ PW CL,2008,200000,80000,CT20,ST28,208002,Diesel,Individual,Manual,Third Owner,13,1995,52,5,kanpur,Uttar Pradesh,R1,Central
1113,Maruti Baleno Zeta Automatic,2017,745000,10000,CT20,ST28,208002,Petrol,Individual,Automatic,First Owner,21,1197,83,5,kanpur,Uttar Pradesh,R1,Central
1114,Toyota Innova Crysta 2.4 VX MT BSIV,2016,1850000,33000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,13,2393,147,7,kanpur,Uttar Pradesh,R1,Central
1115,Hyundai Verna SX Diesel,2013,550000,80000,CT20,ST28,208002,Diesel,Dealer,Manual,First Owner,25,1493,113,5,kanpur,Uttar Pradesh,R1,Central
1116,Hyundai Creta 1.6 SX,2018,1220000,11000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,15,1591,121,5,kanpur,Uttar Pradesh,R1,Central
1117,Maruti Ritz VXi,2012,320000,40000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,18,1197,85,5,kanpur,Uttar Pradesh,R1,Central
1118,Maruti Swift VDI Optional,2015,530000,120000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,25,1248,74,5,kanpur,Uttar Pradesh,R1,Central
1119,Maruti Vitara Brezza LDi Option,2017,670000,70000,CT13,ST04,801110,Diesel,Individual,Manual,First Owner,24,1248,88,5,Patna,Bihar,R2,East
1120,Maruti Alto K10 VXI Airbag,2019,366000,15000,CT13,ST04,801110,Petrol,Individual,Manual,First Owner,23,998,67,5,Patna,Bihar,R2,East
1121,Maruti Vitara Brezza VDi,2018,819999,32600,CT13,ST04,800002,Diesel,Dealer,Manual,First Owner,24,1248,88,5,Patna,Bihar,R2,East
1122,Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,CT13,ST04,800002,Petrol,Dealer,Automatic,First Owner,14,1798,177,5,Patna,Bihar,R2,East
1123,Hyundai Grand i10 Sportz,2014,400000,60000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18,1197,82,5,Patna,Bihar,R2,East
1124,Honda City 1.5 EXI,2005,100000,120000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,13,1493,100,5,Patna,Bihar,R2,East
1125,Honda City 1.5 S MT,2009,345000,47000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,17,1497,118,5,Patna,Bihar,R2,East
1126,Maruti Wagon R AMT VXI,2018,420000,35000,CT13,ST04,800002,Petrol,Individual,Automatic,First Owner,20,998,67,5,Patna,Bihar,R2,East
1127,Nissan Micra Active XV S,2015,300000,80000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,19,1198,67,5,Patna,Bihar,R2,East
1128,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,CT13,ST04,800002,Petrol,Individual,Automatic,First Owner,19,1199,88,5,Patna,Bihar,R2,East
1129,Maruti Swift Dzire ZDi,2012,320000,193000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,19,1248,73,5,Patna,Bihar,R2,East
1130,Maruti Swift VXI,2012,330000,50000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18,1197,85,5,Patna,Bihar,R2,East
1131,Renault Duster 85PS Diesel RxL,2014,570000,40000,CT13,ST04,800002,Diesel,Dealer,Manual,First Owner,20,1461,83,5,Patna,Bihar,R2,East
1132,Toyota Camry 2.5 Hybrid,2016,2000000,68089,CT13,ST04,800002,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,Patna,Bihar,R2,East
1133,Hyundai i10 Magna,2010,150000,106000,CT13,ST04,800002,Petrol,Individual,Manual,Third Owner,20,1197,78,5,Patna,Bihar,R2,East
1134,Hyundai Verna CRDi SX,2009,340000,214000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,16,1493,110,5,Patna,Bihar,R2,East
1135,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CT13,ST04,800002,CNG,Individual,Manual,First Owner,20,1196,61,5,Patna,Bihar,R2,East
1136,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,CT13,ST04,800002,Diesel,Individual,Automatic,First Owner,18,1969,190,5,Patna,Bihar,R2,East
1137,Maruti Wagon R LXI,2013,225000,58343,CT13,ST04,800002,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,Patna,Bihar,R2,East
1138,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,CT13,ST04,800002,Petrol,Dealer,Automatic,First Owner,14,1598,103,5,Patna,Bihar,R2,East
1139,Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,21,1461,64,5,Patna,Bihar,R2,East
1140,Maruti 800 Std,2010,120000,70000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,16,796,37,4,Patna,Bihar,R2,East
1141,Maruti Ertiga BSIV VXI,2016,660000,34000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,17,1373,91,7,Patna,Bihar,R2,East
1142,Datsun RediGO S,2017,235000,25000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,22,799,53,5,Patna,Bihar,R2,East
1143,Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,21,1498,103,5,Patna,Bihar,R2,East
1144,Tata Safari Storme EX,2016,650000,50000,CT13,ST04,800002,Diesel,Individual,Manual,Third Owner,14,2179,147,7,Patna,Bihar,R2,East
1145,Honda Jazz VX,2016,550000,56494,CT13,ST04,800002,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,Patna,Bihar,R2,East
1146,Ford Figo 1.2P Titanium Opt MT,2016,370000,60000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,18,1196,86,5,Patna,Bihar,R2,East
1147,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,450000,30000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,18,1197,81,5,Patna,Bihar,R2,East
1148,Tata Indigo CS LS (TDI) BS III,2013,175000,120000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,19,1396,69,5,Patna,Bihar,R2,East
1149,Maruti Swift Dzire ZDi,2011,320000,110000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,19,1248,73,5,Patna,Bihar,R2,East
1150,Maruti Swift ZXI,2012,345000,50000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18,1197,85,5,Patna,Bihar,R2,East
1151,Maruti Alto 800 LXI,2015,241000,15000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,22,796,47,5,Patna,Bihar,R2,East
1152,Renault KWID 1.0 RXT Optional,2017,300000,35000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,23,999,67,5,Patna,Bihar,R2,East
1153,Hyundai Santro Magna BSIV,2019,450000,10000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,20,1086,68,5,Patna,Bihar,R2,East
1154,Maruti Ritz VDi,2013,409999,100000,CT13,ST04,800002,Diesel,Individual,Manual,Third Owner,23,1248,73,5,Patna,Bihar,R2,East
1155,Tata Sumo MKII GX BS IV,2011,250000,90000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,13,2179,118,7,Patna,Bihar,R2,East
1156,Toyota Fortuner 4x2 Manual,2014,1380000,150000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,13,2982,168,7,Patna,Bihar,R2,East
1157,Mercedes-Benz GLA Class 200 CDI SPORT,2017,2700000,23000,CT13,ST04,800002,Diesel,Dealer,Automatic,First Owner,17,2143,136,5,Patna,Bihar,R2,East
1158,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,CT13,ST04,800002,Diesel,Dealer,Automatic,First Owner,19,1999,177,5,Patna,Bihar,R2,East
1159,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,CT13,ST04,800002,Petrol,Dealer,Automatic,First Owner,14,1598,103,5,Patna,Bihar,R2,East
1160,Maruti Wagon R LXI,2013,225000,58343,CT13,ST04,800002,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,Patna,Bihar,R2,East
1161,Maruti Swift Dzire VDI,2017,711000,35000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,28,1248,74,5,Patna,Bihar,R2,East
1162,Renault Lodgy World Edition 110PS,2017,880000,65000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,19,1461,108,8,Patna,Bihar,R2,East
1163,Hyundai i20 1.2 Asta,2017,610000,40000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,18,1197,81,5,Patna,Bihar,R2,East
1164,Hyundai Grand i10 AT Asta,2015,465000,63063,CT13,ST04,800002,Petrol,Dealer,Automatic,First Owner,18,1197,82,5,Patna,Bihar,R2,East
1165,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,13,2393,147,7,Patna,Bihar,R2,East
1166,Honda Jazz 1.2 V i VTEC,2018,680000,8576,CT13,ST04,800002,Petrol,Dealer,Manual,First Owner,18,1199,88,5,Patna,Bihar,R2,East
1167,Mahindra Bolero B4,2015,445000,40200,CT13,ST04,800002,Diesel,Dealer,Manual,First Owner,21,1498,74,7,Patna,Bihar,R2,East
1168,Honda Amaze S i-Dtech,2013,250000,90000,CT13,ST04,800002,Diesel,Individual,Manual,Third Owner,25,1498,98,5,Patna,Bihar,R2,East
1169,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,70000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,15,2523,62,7,Patna,Bihar,R2,East
1170,Honda BR-V i-DTEC S MT,2016,900000,92000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,21,1498,98,7,Patna,Bihar,R2,East
1171,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,670000,50478,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,15,1499,110,5,Patna,Bihar,R2,East
1172,Tata New Safari DICOR 2.2 EX 4x4,2011,300000,80000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,13,2179,138,7,Patna,Bihar,R2,East
1173,Maruti Alto 800 LXI,2014,250000,40000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,22,796,47,5,Patna,Bihar,R2,East
1174,Chevrolet Optra Magnum 2.0 LT,2008,210000,90000,CT13,ST04,800002,Diesel,Individual,Manual,Fourth & Above Owner,16,1991,123,5,Patna,Bihar,R2,East
1175,Volkswagen Jetta 2.0L TDI Highline AT,2016,1350000,97000,CT13,ST04,800002,Diesel,Individual,Automatic,First Owner,16,1968,138,5,Patna,Bihar,R2,East
1176,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,325000,38000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,23,999,67,5,Patna,Bihar,R2,East
1177,Toyota Fortuner 2.8 4WD AT BSIV,2018,3200000,60000,CT13,ST04,800002,Diesel,Individual,Automatic,First Owner,15,2755,174,7,Patna,Bihar,R2,East
1178,Hyundai i10 Era,2011,210000,110000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,19,1086,68,5,Patna,Bihar,R2,East
1179,Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,CT13,ST04,800002,Petrol,Individual,Automatic,First Owner,18,1197,81,5,Patna,Bihar,R2,East
1180,Maruti Swift VXI Optional,2017,600000,24522,CT13,ST04,800002,Petrol,Dealer,Manual,First Owner,20,1197,81,5,Patna,Bihar,R2,East
1181,Tata Indigo CS LX (TDI) BS-III,2015,250000,80000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,19,1405,69,5,Patna,Bihar,R2,East
1182,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,CT13,ST04,800002,Diesel,Dealer,Manual,First Owner,22,1498,98,5,Patna,Bihar,R2,East
1183,Hyundai i20 Active 1.2 S,2015,500000,58000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,17,1197,81,5,Patna,Bihar,R2,East
1187,Ford Endeavour 2.5L 4X2 MT,2012,551000,170000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,13,2499,141,7,Patna,Bihar,R2,East
1188,Maruti Omni 8 Seater BSIV,2012,160000,62000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,14,796,35,5,Patna,Bihar,R2,East
1189,Maruti Wagon R LXI,2003,50000,147000,CT13,ST04,800002,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67,5,Patna,Bihar,R2,East
1190,Tata Manza Club Class Quadrajet90 VX,2013,260000,189000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,21,1248,88,5,Patna,Bihar,R2,East
1191,Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,CT13,ST04,800002,Diesel,Individual,Automatic,Second Owner,21,1498,103,5,Patna,Bihar,R2,East
1192,Land Rover Freelander 2 TD4 HSE,2013,1650000,64788,CT13,ST04,800002,Diesel,Dealer,Automatic,First Owner,0,2179,115,5,Patna,Bihar,R2,East
1193,Datsun GO T BSIV,2016,329000,19000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,20,1198,67,5,Patna,Bihar,R2,East
1194,Hyundai Creta 1.6 SX Automatic,2018,1350000,5000,CT13,ST04,800002,Petrol,Individual,Automatic,First Owner,14,1591,121,5,Patna,Bihar,R2,East
1195,Tata Indigo LX,2005,140000,90000,CT13,ST04,800002,Diesel,Individual,Manual,Third Owner,16,1405,70,5,Patna,Bihar,R2,East
1196,Maruti Alto K10 2010-2014 VXI,2012,229999,50000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,20,998,67,5,Patna,Bihar,R2,East
1197,Tata Tiago 1.2 Revotron XZ,2019,459999,10000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,23,1199,84,5,Patna,Bihar,R2,East
1198,Maruti Ritz VXi,2013,340000,79139,CT13,ST04,800002,Petrol,Dealer,Manual,First Owner,18,1197,85,5,Patna,Bihar,R2,East
1199,Maruti Swift Dzire VDI,2013,525000,110000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,23,1248,74,5,Patna,Bihar,R2,East
1200,Maruti Omni E 8 Str STD,2016,220000,46702,CT13,ST04,800002,Petrol,Dealer,Manual,First Owner,16,796,34,8,Patna,Bihar,R2,East
1202,Maruti 800 AC,2002,60000,52365,CT13,ST04,800002,Petrol,Dealer,Manual,Second Owner,16,796,37,4,Patna,Bihar,R2,East
1203,Hyundai i20 1.2 Magna Executive,2018,555000,25000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18,1197,81,5,Patna,Bihar,R2,East
1204,Maruti Swift Dzire VDI,2015,610000,60000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,26,1248,74,5,Patna,Bihar,R2,East
1205,Hyundai Grand i10 Sportz,2015,411000,25000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,18,1197,82,5,Patna,Bihar,R2,East
1206,Maruti Ritz VDi,2013,320000,120000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,23,1248,73,5,Patna,Bihar,R2,East
1207,Tata Safari Storme EX,2015,503000,110000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,14,2179,147,7,Patna,Bihar,R2,East
1208,Toyota Etios VX,2017,625000,25538,CT13,ST04,800002,Petrol,Trustmark Dealer,Manual,First Owner,16,1496,88,5,Patna,Bihar,R2,East
1209,Mahindra Bolero 2011-2019 SLE,2019,710000,30000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,15,2523,62,7,Patna,Bihar,R2,East
1210,Honda Amaze S i-Dtech,2015,600000,25000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,25,1498,98,5,Patna,Bihar,R2,East
1212,Ford Classic 1.6 Duratec Titanium,2013,350000,120000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,14,1596,99,5,Patna,Bihar,R2,East
1213,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,725000,120000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,22,1396,88,5,Patna,Bihar,R2,East
1215,Mahindra Bolero DI,2005,150000,100000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,13,2523,63,7,Patna,Bihar,R2,East
1216,Maruti Swift AMT VXI,2020,654000,1000,CT13,ST04,800002,Petrol,Individual,Automatic,First Owner,21,1197,81,5,Patna,Bihar,R2,East
